    1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85            
 10 0.225158826 0.240729496 0.257383198 0.273661584 0.290084779 0.305108905 0.318372935 0.327777535 0.334233314 0.340698540 0.346850604 0.352866858 0.358819216 0.363940567 0.369826019 0.375143409 0.380597174 0.386064202 0.391744107 0.396932930 0.401871264 0.407021999 0.412076354 0.417251498 0.423027813 0.428248912 0.433653593 0.438431859 0.443631738 0.449096143 0.454295605 0.459642977 0.464509219 0.469560534 0.474659115 0.479842961 0.484946579 0.489497691 0.493920535 0.498518378 0.502600968 0.507372797 0.511511445 0.515383661 0.519044578 0.523062468 0.526268959 0.529917955 0.533279896 0.538281858 0.545287788 0.551160455 0.557477176 0.563333571 0.569851518 0.576330960 0.583071232 0.589897990 0.596852183 0.603885293 0.610674620 0.617845535 0.625447273 0.632918000 0.640644670 0.648371339 0.656099975 0.663826644 0.671555281 0.679282010 0.687028050 0.694737256 0.702463984 0.710190654 0.717919409 0.725645900 0.733374596 0.741101265 0.748827934 0.756556571 0.764283240 0.772011876 0.779738545 0.787465215 0.795193851   
 11 0.218216002 0.233352229 0.249543399 0.265375704 0.281353354 0.295978457 0.308899850 0.318066001 0.324358195 0.330660343 0.336659342 0.342527241 0.348333776 0.353334188 0.359077066 0.364268988 0.369593889 0.374932230 0.380477935 0.385547251 0.390373737 0.395407140 0.400347352 0.405405432 0.411048234 0.416152060 0.421434879 0.426109403 0.431194246 0.436536729 0.441622227 0.446852118 0.451614797 0.456557930 0.461547554 0.466620654 0.471616358 0.476075232 0.480409920 0.484915316 0.488920003 0.493595690 0.497655928 0.501457512 0.505053878 0.508998215 0.512153387 0.515739739 0.519047141 0.523969352 0.530861974 0.536653399 0.542879403 0.548659444 0.555086434 0.561478734 0.568128109 0.574864984 0.581729591 0.588674784 0.595386207 0.602473855 0.609986067 0.617375314 0.625019252 0.632663190 0.640309095 0.647953033 0.655598879 0.663242877 0.670905948 0.678532660 0.686176658 0.693820596 0.701466560 0.709110379 0.716756284 0.724400222 0.732044160 0.739690065 0.747334003 0.754979849 0.762623847 0.770267785 0.777913630   
 12 0.211619705 0.226344898 0.242098555 0.257509261 0.273065954 0.287314534 0.299913049 0.308854759 0.314992964 0.321141690 0.326996744 0.332725167 0.338394731 0.343281746 0.348890752 0.353965044 0.359169126 0.364386857 0.369806707 0.374764115 0.379485995 0.384409487 0.389242947 0.394191504 0.399709165 0.404703289 0.409872055 0.414449722 0.419426948 0.424655318 0.429634303 0.434754252 0.439420193 0.444262207 0.449150026 0.454119563 0.459014356 0.463387161 0.467639595 0.472058654 0.475990772 0.480576605 0.484563768 0.488299519 0.491835862 0.495711476 0.498819083 0.502346992 0.505603671 0.510451615 0.517238379 0.522954106 0.529095232 0.534803927 0.541145325 0.547455311 0.554018795 0.560670376 0.567449629 0.574310720 0.580947161 0.587954462 0.595380008 0.602689743 0.610252619 0.617815495 0.625380337 0.632943213 0.640507936 0.648070872 0.655652702 0.663198531 0.670761466 0.678324342 0.685889244 0.693452001 0.701016784 0.708579659 0.716142535 0.723707378 0.731270254 0.738834977 0.746397913 0.753960788 0.761525571   
 13 0.205357447 0.219694123 0.235034347 0.250046909 0.265206337 0.279099971 0.291394591 0.300125301 0.306118757 0.312123239 0.317843169 0.323440701 0.328981727 0.333762616 0.339246064 0.344210237 0.349301189 0.354406029 0.359708041 0.364560813 0.369185030 0.374005854 0.378739595 0.383585840 0.388986409 0.393878102 0.398940295 0.403427601 0.408304363 0.413426191 0.418305695 0.423323035 0.427898735 0.432646424 0.437439203 0.442312062 0.447112709 0.451405376 0.455581218 0.459919780 0.463784426 0.468286484 0.472205609 0.475880146 0.479360759 0.483172446 0.486235887 0.489709526 0.492919028 0.497697949 0.504386067 0.510031402 0.516093314 0.521735132 0.527996182 0.534228742 0.540710866 0.547281563 0.553979456 0.560760081 0.567324400 0.574254036 0.581595659 0.588827848 0.596311271 0.603794694 0.611280024 0.618763447 0.626248777 0.633732200 0.641234398 0.648700953 0.656184435 0.663667858 0.671153307 0.678636551 0.686121881 0.693605304 0.701088786 0.708574116 0.716057539 0.723542809 0.731026292 0.738509715 0.745995045   
 14 0.199416921 0.213386714 0.228336632 0.242973641 0.257758528 0.271317989 0.283326924 0.291859478 0.297717065 0.303586185 0.309179336 0.314654171 0.320074767 0.324756473 0.330122381 0.334983617 0.339968860 0.344968230 0.350160062 0.354915172 0.359448284 0.364173383 0.368814141 0.373564959 0.378856212 0.383652389 0.388615131 0.393018395 0.397801548 0.402823925 0.407610774 0.412532419 0.417024195 0.421683997 0.426388264 0.431171149 0.435884088 0.440102220 0.444206834 0.448470592 0.452272594 0.456696659 0.460552573 0.464170307 0.467599303 0.471351594 0.474374294 0.477797419 0.480963260 0.485678136 0.492274463 0.497854471 0.503842473 0.509421885 0.515607536 0.521767139 0.528172493 0.534666359 0.541286826 0.547990501 0.554485381 0.561339974 0.568600237 0.575756669 0.583162069 0.590567470 0.597974777 0.605380177 0.612787426 0.620192885 0.627616823 0.635005534 0.642410994 0.649816394 0.657223761 0.664629042 0.672036350 0.679441750 0.686847150 0.694254458 0.701659858 0.709067106 0.716472566 0.723877907 0.731285214   
 15 0.193786055 0.207409725 0.221991554 0.236274660 0.250706822 0.263951957 0.275692672 0.284039438 0.289769590 0.295511812 0.300986260 0.306346297 0.311654210 0.316243351 0.321499407 0.326264560 0.331151187 0.336052060 0.341141135 0.345805228 0.350253552 0.354889512 0.359443754 0.364105791 0.369295090 0.374002337 0.378872573 0.383197755 0.387893826 0.392823637 0.397524297 0.402356923 0.406770706 0.411348939 0.415970862 0.420670003 0.425301403 0.429450423 0.433489054 0.437683374 0.441427380 0.445778936 0.449576318 0.453141510 0.456522733 0.460219920 0.463205010 0.466581434 0.469706893 0.474362463 0.480873615 0.486393064 0.492312312 0.497833520 0.503948450 0.510039389 0.516372204 0.522793293 0.529339969 0.535970151 0.542397976 0.549180031 0.556361437 0.563443899 0.570772707 0.578101516 0.585432231 0.592761040 0.600091636 0.607420504 0.614767671 0.622079968 0.629408836 0.636737645 0.644068420 0.651397109 0.658727765 0.666056573 0.673385382 0.680716097 0.688044906 0.695375562 0.702704370 0.710033178 0.717363834   
 16 0.188452959 0.201750383 0.215985447 0.229935378 0.244035780 0.256985575 0.268474787 0.276647568 0.282258362 0.287881851 0.293245286 0.298498005 0.303700715 0.308203608 0.313357115 0.318032831 0.322827518 0.327636719 0.332629949 0.337209493 0.341579080 0.346132189 0.350606084 0.355185568 0.360280007 0.364904702 0.369688928 0.373941779 0.378556967 0.383400828 0.388021469 0.392771423 0.397112995 0.401615471 0.406161100 0.410782516 0.415338248 0.419423312 0.423400879 0.427530855 0.431221336 0.435505629 0.439248890 0.442765564 0.446102738 0.449748933 0.452699482 0.456032723 0.459120929 0.463721752 0.470153928 0.475617468 0.481472731 0.486939758 0.492988497 0.499014914 0.505279243 0.511631191 0.518107712 0.524667382 0.531030774 0.537742674 0.544847548 0.551857591 0.559111238 0.566364884 0.573620379 0.580874026 0.588129520 0.595383167 0.602655053 0.609892309 0.617146015 0.624399662 0.631655216 0.638908744 0.646164298 0.653417945 0.660671592 0.667927086 0.675180733 0.682436168 0.689689875 0.696943521 0.704198956   
 17 0.183405906 0.196396187 0.210304841 0.223941520 0.237730116 0.250402868 0.261656523 0.269666582 0.275165826 0.280678272 0.285938084 0.291090667 0.296195209 0.300617933 0.305675894 0.310268402 0.314977616 0.319701582 0.324605763 0.329106748 0.333403379 0.337879628 0.342279047 0.346782058 0.351788372 0.356336504 0.361040980 0.365226954 0.369767249 0.374531388 0.379077941 0.383751273 0.388026029 0.392458409 0.396933407 0.401482880 0.405968547 0.409994543 0.413915753 0.417986333 0.421627432 0.425849527 0.429542840 0.433014840 0.436311483 0.439910591 0.442829520 0.446123004 0.449176848 0.453727245 0.460086405 0.465498388 0.471294314 0.476710886 0.482697666 0.488663465 0.494863153 0.501149714 0.507559299 0.514051616 0.520352721 0.526996732 0.534027278 0.540966570 0.548146248 0.555325925 0.562507451 0.569687128 0.576868594 0.584048331 0.591246009 0.598409474 0.605589211 0.612768888 0.619950473 0.627130032 0.634311557 0.641491234 0.648670912 0.655852437 0.663032115 0.670213580 0.677393317 0.684572995 0.691754460   
 18 0.178633422 0.191334799 0.204936579 0.218279004 0.231774956 0.244188026 0.255221397 0.263079524 0.268474579 0.273883432 0.279046565 0.284105867 0.289119065 0.293467343 0.298436403 0.302951723 0.307581604 0.312226474 0.317047954 0.321476221 0.325705349 0.330110461 0.334441036 0.338873237 0.343797833 0.348275214 0.352905869 0.357030153 0.361501187 0.366191566 0.370669663 0.375272214 0.379485339 0.383853018 0.388262689 0.392745703 0.397166669 0.401138216 0.405007631 0.409023374 0.412619174 0.416783839 0.420431197 0.423862189 0.427121669 0.430677444 0.433567464 0.436824352 0.439846694 0.444350719 0.450642586 0.456007004 0.461748034 0.467117786 0.473046690 0.478955507 0.485094219 0.491318762 0.497664630 0.504092276 0.510333419 0.516911626 0.523869991 0.530739963 0.537846863 0.544953763 0.552062511 0.559169412 0.566278100 0.573385000 0.580509722 0.587600589 0.594707549 0.601814449 0.608923256 0.616030037 0.623138726 0.630245626 0.637352526 0.644461274 0.651568174 0.658676863 0.665783823 0.672890723 0.679999352   
 19 0.174124211 0.186554134 0.199867666 0.212933958 0.226155564 0.238325596 0.249153212 0.256869644 0.262167573 0.267479867 0.272553027 0.277525604 0.282453865 0.286733210 0.291619718 0.296063542 0.300619900 0.305191517 0.309936404 0.314297438 0.318464309 0.322803736 0.327070743 0.331437647 0.336286634 0.340698689 0.345261186 0.349328697 0.353735924 0.358358175 0.362773180 0.367310375 0.371466786 0.375774831 0.380124480 0.384546161 0.388907492 0.392829061 0.396650851 0.400616229 0.404170573 0.408282280 0.411887497 0.415280879 0.418506384 0.422022402 0.424886078 0.428109407 0.431102961 0.435564518 0.441794336 0.447115183 0.452805400 0.458131701 0.464006513 0.469861954 0.475943148 0.482108861 0.488394022 0.494759828 0.500942886 0.507457316 0.514345527 0.521147490 0.528182864 0.535218239 0.542255402 0.549290776 0.556327939 0.563363373 0.570416391 0.577435851 0.584471285 0.591506660 0.598543942 0.605579138 0.612616360 0.619651735 0.626687109 0.633724272 0.640759647 0.647796810 0.654832244 0.661867619 0.668904722   
 20 0.169867158 0.182042256 0.195085391 0.207892910 0.220857531 0.232800364 0.243436113 0.251020640 0.256228119 0.261450559 0.266440123 0.271332085 0.276181579 0.280397177 0.285207212 0.289584905 0.294073343 0.298577249 0.303251266 0.307550341 0.311659873 0.315938771 0.320147276 0.324454039 0.329233229 0.333585173 0.338084877 0.342100322 0.346448809 0.351008356 0.355365247 0.359842360 0.363946766 0.368200034 0.372494400 0.376859725 0.381166279 0.385042101 0.388820320 0.392739475 0.396255910 0.400318980 0.403885663 0.407244742 0.410439312 0.413918823 0.416758686 0.419951290 0.422918588 0.427341282 0.433514208 0.438795090 0.444438457 0.449724495 0.455548853 0.461354196 0.467381150 0.473491043 0.479718357 0.486024827 0.492151827 0.498604417 0.505424321 0.512159646 0.519124508 0.526089370 0.533056021 0.540020883 0.546987474 0.553952396 0.560934722 0.567883849 0.574848771 0.581813633 0.588780403 0.595745087 0.602711737 0.609676600 0.616641521 0.623608112 0.630572975 0.637539625 0.644504488 0.651469350 0.658435941   
 21 0.165851340 0.177787527 0.190577194 0.203142419 0.215866715 0.227597371 0.238054425 0.245516285 0.250639766 0.255778670 0.260690719 0.265508026 0.270284444 0.274441302 0.279180557 0.283497274 0.287923038 0.292364508 0.296973139 0.301215172 0.305272073 0.309495389 0.313650131 0.317901641 0.322616547 0.326913297 0.331355304 0.335323036 0.339617670 0.344119608 0.348423302 0.352845222 0.356901973 0.361105114 0.365348846 0.369662464 0.373918802 0.377752811 0.381491244 0.385368198 0.388850123 0.392868668 0.396400183 0.399728030 0.402894527 0.406340748 0.409159034 0.412323684 0.415267110 0.419654459 0.425775170 0.431019604 0.436619699 0.441868544 0.447645873 0.453404158 0.459380001 0.465436995 0.471609056 0.477858633 0.483931363 0.490323871 0.497077286 0.503747165 0.510642409 0.517537653 0.524434686 0.531329930 0.538226902 0.545122147 0.552034736 0.558914363 0.565809667 0.572704911 0.579602003 0.586497128 0.593394160 0.600289404 0.607184649 0.614081681 0.620976925 0.627873898 0.634769142 0.641664386 0.648561358   
 22 0.162066102 0.173778459 0.186330810 0.198669448 0.211169198 0.222702011 0.232992828 0.240340889 0.245386332 0.250447839 0.255288005 0.260036230 0.264745206 0.268847913 0.273521841 0.277782440 0.282150447 0.286534488 0.291082978 0.295272648 0.299281299 0.303453624 0.307559192 0.311760068 0.316415906 0.320662111 0.325051218 0.328975528 0.333220869 0.337669969 0.341924995 0.346296370 0.350309700 0.354467005 0.358664453 0.362930804 0.367141187 0.370937169 0.374639422 0.378477931 0.381928533 0.385906428 0.389405966 0.392705560 0.395846575 0.399262488 0.402061373 0.405200630 0.408122391 0.412477583 0.418550640 0.423761845 0.429322243 0.434536606 0.440270156 0.445984364 0.451911896 0.457918704 0.464038044 0.470232964 0.476253152 0.482587278 0.489275843 0.495881438 0.502708077 0.509534717 0.516363084 0.523189723 0.530018091 0.536844790 0.543688536 0.550499797 0.557326436 0.564153075 0.570981562 0.577808082 0.584636450 0.591463089 0.598289728 0.605118155 0.611944795 0.618773162 0.625599802 0.632426441 0.639254808   
 23 0.158500910 0.170003816 0.182334185 0.194461122 0.206751302 0.218099862 0.228236303 0.235478863 0.240452021 0.245441824 0.250215590 0.254900008 0.259546667 0.263599694 0.268213391 0.272422463 0.276737452 0.281068742 0.285561949 0.289703697 0.293668360 0.297794074 0.301854700 0.306009322 0.310611010 0.314811021 0.319151819 0.323036581 0.327236950 0.331637800 0.335848391 0.340173692 0.344147533 0.348263085 0.352418363 0.356641650 0.360810190 0.364571571 0.368241102 0.372044653 0.375467002 0.379407793 0.382878423 0.386152446 0.389270544 0.392658919 0.395440489 0.398556679 0.401458949 0.405785114 0.411814690 0.416995704 0.422519565 0.427702159 0.433394909 0.439067721 0.444949746 0.450908870 0.456977874 0.463120282 0.469089448 0.475366771 0.481992036 0.488534391 0.495293319 0.502052248 0.508812904 0.515571833 0.522332489 0.529091418 0.535867333 0.542611003 0.549369931 0.556128860 0.562889636 0.569648445 0.576409101 0.583168030 0.589926958 0.596687615 0.603446543 0.610207200 0.616966128 0.623725057 0.630485654   
 24 0.155145466 0.166452527 0.178575471 0.190504879 0.202599689 0.213776857 0.223770112 0.230915040 0.235821337 0.240744829 0.245457307 0.250082850 0.254672170 0.258679628 0.263237983 0.267399818 0.271666259 0.275949240 0.280391753 0.284489751 0.288414329 0.292497516 0.296517253 0.300629765 0.305181921 0.309339881 0.313636631 0.317485541 0.321645021 0.326001942 0.330172151 0.334455460 0.338393539 0.342471182 0.346588165 0.350772262 0.354902744 0.358632952 0.362272888 0.366044790 0.369441688 0.373348862 0.376793385 0.380044401 0.383141905 0.386505485 0.389271557 0.392367035 0.395251691 0.399551600 0.405541688 0.410695374 0.416185766 0.421338975 0.426993728 0.432627767 0.438466847 0.444380611 0.450401425 0.456493258 0.462412983 0.468634903 0.475198358 0.481678545 0.488370508 0.495062470 0.501756132 0.508448124 0.515141726 0.521833777 0.528542519 0.535219371 0.541911364 0.548603296 0.555297077 0.561988950 0.568682611 0.575374603 0.582066536 0.588760197 0.595452189 0.602145791 0.608837843 0.615529776 0.622223437   
 25 0.151989654 0.163113803 0.175043106 0.186788335 0.198701203 0.209719121 0.219579786 0.226634488 0.231479019 0.236341313 0.240997285 0.245568722 0.250105292 0.254071146 0.258578658 0.262697309 0.266919345 0.271158189 0.275554389 0.279612571 0.283500731 0.287545294 0.291527897 0.295602113 0.300109118 0.304228902 0.308485627 0.312302202 0.316424578 0.320741564 0.324875206 0.329120427 0.333026201 0.337069571 0.341151863 0.345300466 0.349396527 0.353098661 0.356711954 0.360455304 0.363829464 0.367706120 0.371127188 0.374357641 0.377436757 0.380777925 0.383530349 0.386607140 0.389476031 0.393752426 0.399706692 0.404835612 0.410295397 0.415421516 0.421040893 0.426638544 0.432436973 0.438307613 0.444282323 0.450325459 0.456197023 0.462364972 0.468867958 0.475286782 0.481912553 0.488538325 0.495165795 0.501791596 0.508418977 0.515044808 0.521687210 0.528298020 0.534923851 0.541549623 0.548177183 0.554802775 0.561430275 0.568056047 0.574681818 0.581309319 0.587935090 0.594562531 0.601188302 0.607814074 0.614441514   
