01      0.425480547
02      0.352824831
03      0.304191377
04      0.235019836
05      0.202785568
06      0.214036635
07      0.208215495
08      0.171513844
09      0.153932424
10      0.150329054
11      0.154165321
12      0.173265633
13      0.189244346
14      0.192124964
15      0.183421651
16      0.173053652
17      0.163810642
18      0.151916822
19      0.142188700
20      0.129592471
21      0.115197262
22      0.100958023
23      0.089739176
24      0.079647855
25      0.071369060
26      0.065003387
27      0.059201050
28      0.056326120
29      0.052386258
30      0.050051532
31      0.047831167
32      0.047277384
33      0.046058887
34      0.045759541
35      0.045397277
36      0.046000508
37      0.045836289
38      0.046552191
39      0.047045180
40      0.048064002
41      0.049530209
42      0.049280736
43      0.048728013
44      0.048629441
45      0.048667978
46      0.047704621
47      0.046844567
48      0.045337577
49      0.043038557
50      0.043771481
51      0.039146615
52      0.036802620
53      0.032942297
54      0.028622309
55      0.024367632
56      0.021567644
57      0.019265216
58      0.017364090
59      0.016032903
60      0.014451317
61      0.013237686
62      0.012127789
63      0.011626530
64      0.010785802
65      0.010407102
66      0.009558470
67      0.009444222
68      0.008831717
69      0.008377106
70      0.008167614
71      0.007676539
72      0.007627521
73      0.007395099
74      0.006962788
75      0.006889281
76      0.006756636
77      0.006374790
78      0.006179038
79      0.006369961
80      0.006815203
81      0.006624999
82      0.006452754
83      0.006201636
84      0.006075222
85      0.005969204
86      0.006032525
