P,urn:nasa:pds:ch1_m3:document:document_readme::1.0
P,urn:nasa:pds:ch1_m3:document:global_bandpass_file::1.0
P,urn:nasa:pds:ch1_m3:document:m3_detector_temperature::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081118_rdn_cal::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081211_rdn_gain::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081211_rdn_spc::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20110224_rfl_solar_spec::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20110830_rfl_stat_pol_1::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20110830_rfl_stat_pol_2::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20111109_rfl_f_alpha_hil::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20111117_rfl_grnd_tru_1::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20111117_rfl_grnd_tru_2::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20120120_rfl_f_alpha_hil::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20070912_rdn_gain::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20070912_rdn_spc::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20081118_rdn_cal::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20110224_rfl_solar_spec::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20111020_rfl_stat_pol_1::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20111020_rfl_stat_pol_2::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20111109_rfl_f_alpha_hil::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20111117_rfl_grnd_tru_1::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20111117_rfl_grnd_tru_2::1.0
P,urn:nasa:pds:ch1_m3:document:m3t20120120_rfl_f_alpha_hil::1.0
P,urn:nasa:pds:ch1_m3:document:inst_cat::1.0
P,urn:nasa:pds:ch1_m3:document:insthost_cat::1.0
P,urn:nasa:pds:ch1_m3:document:l0_ds_cat::1.0
P,urn:nasa:pds:ch1_m3:document:mission_cat::1.0
P,urn:nasa:pds:ch1_m3:document:person_cat::1.0
P,urn:nasa:pds:ch1_m3:document:ref_cat::1.0
P,urn:nasa:pds:ch1_m3:document:dpsis::1.0
P,urn:nasa:pds:ch1_m3:document:aig_ch1_sclk_complete_biased_m1p816::1.0
P,urn:nasa:pds:ch1_m3:document:ch-1-jpl-merged-23-march-2010-1220::1.0
P,urn:nasa:pds:ch1_m3:document:m3_target_mode_camera::1.0
P,urn:nasa:pds:ch1_m3:document:l1b_ds_cat::1.0
P,urn:nasa:pds:ch1_m3:document:l2_ds_cat::1.0
P,urn:nasa:pds:ch1_m3:document:lunar_constants_models::1.0
P,urn:nasa:pds:ch1_m3:document:lunar_coordinate_white_paper::1.0
P,urn:nasa:pds:ch1_m3:document:m3_l0_time_decoding::1.0
P,urn:nasa:pds:ch1_m3:document:pds3_archsis::1.0
P,urn:nasa:pds:ch1_m3:document:m3_overview_article::1.0
P,urn:nasa:pds:ch1_m3:document:measuring_moonlight::1.0
P,urn:nasa:pds:ch1_m3:document:thermal_removal_article::1.0
P,urn:nasa:pds:ch1_m3:document:lab_flat_field_target::1.0
P,urn:nasa:pds:ch1_m3:document:lab_flat_field_global::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081118t222604_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081118t223204_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081119t021733_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081122t232908_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081124t023353_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081128t053620_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081128t153721_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081129t052459_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081129t171431_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081129t171509_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081130t050351_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081130t165323_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081201t064047_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081222t223435_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081223t062736_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081223t122235_log::1.0
P,urn:nasa:pds:ch1_m3:document:m3g20081223t221351_log::1.0
