id                   temp
M3G20090105T060105   161.82
M3G20090105T130711   162.31
M3G20090105T134845   161.82
M3G20090105T190211   162.23
M3G20090105T194305   161.74
M3G20090105T225811   162.23
M3G20090105T233905   161.58
M3G20090106T065011   161.99
M3G20090106T073125   161.66
M3G20090106T104614   161.82
M3G20090106T104637   161.82
M3G20090106T112745   161.34
M3G20090106T112923   161.26
M3G20090106T113017   161.34
M3G20090106T113234   161.26
M3G20090106T113356   161.26
M3G20090106T113423   161.26
M3G20090106T113528   161.26
M3G20090106T113800   161.26
M3G20090106T114017   161.26
M3G20090106T144311   161.74
M3G20090106T152345   161.26
M3G20090107T003311   161.58
M3G20090107T011405   161.18
M3G20090107T122011   161.42
M3G20090107T130225   161.03
M3G20090108T040511   161.34
M3G20090108T044645   160.79
M3G20090109T014310   161.10
M3G20090109T022525   160.63
M3G20090110T150611   160.39
M3G20090110T154845   160.00
M3G20090111T005511   160.47
M3G20090111T013904   160.00
M3G20090112T161610   160.08
M3G20090112T165924   159.62
M3G20090113T175110   159.93
M3G20090113T183344   159.47
M3G20090114T172813   159.78
M3G20090114T181027   159.31
M3G20090115T165411   159.85
M3G20090115T174705   159.85
M3G20090117T003311   159.31
M3G20090117T011605   158.85
M3G20090118T014411   158.93
M3G20090118T022705   158.85
M3G20090119T073811   158.47
M3G20090119T082105   158.47
M3G20090120T012010   158.17
M3G20090120T020344   158.17
M3G20090121T025911   158.09
M3G20090121T033745   157.79
M3G20090122T042811   157.64
M3G20090122T051145   157.57
M3G20090123T060211   157.49
M3G20090123T064545   157.49
M3G20090124T053811   157.12
M3G20090124T062145   156.75
M3G20090124T232111   156.90
M3G20090125T000345   156.61
M3G20090125T171718   155.81
M3G20090125T172601   155.66
M3G20090126T025311   156.09
M3G20090126T033545   155.81
M3G20090127T023311   156.31
M3G20090127T031145   155.95
M3G20090131T050409   156.31
M3G20090131T051413   156.09
M3G20090131T085011   155.37
M3G20090131T091031   155.09
M3G20090131T103511   155.16
M3G20090131T111951   154.80
M3G20090131T112714   154.73
M3G20090131T124011   154.87
M3G20090131T130631   154.80
M3G20090131T134223   154.51
M3G20090131T144011   154.87
M3G20090131T151551   154.80
M3G20090201T062513   153.67
M3G20090201T064933   153.67
M3G20090201T082313   153.67
M3G20090201T085853   153.67
M3G20090201T093431   153.67
M3G20090201T102113   153.67
M3G20090201T104533   153.67
M3G20090201T123413   153.67
M3G20090201T125453   153.67
M3G20090201T141713   153.67
M3G20090201T144133   153.46
M3G20090201T150434   153.39
M3G20090201T163951   153.46
M3G20090201T165935   153.39
M3G20090201T181311   153.74
M3G20090201T184911   153.53
M3G20090201T190019   153.39
M3G20090201T201111   153.81
M3G20090201T203612   153.53
M3G20090201T220911   153.81
M3G20090201T224531   153.60
M3G20090202T000712   153.74
M3G20090202T003211   153.60
M3G20090202T005641   153.46
M3G20090202T020511   153.81
M3G20090202T024131   153.53
M3G20090202T031457   153.60
M3G20090202T040311   153.67
M3G20090202T042831   153.67
M3G20090202T060111   153.67
M3G20090202T063731   153.46
M3G20090202T064453   153.39
M3G20090202T080011   153.67
M3G20090202T082431   153.53
M3G20090202T083314   153.46
M3G20090202T090141   153.32
M3G20090202T095812   153.74
M3G20090202T103351   153.32
M3G20090202T111347   153.46
M3G20090202T115511   153.53
M3G20090202T122051   153.25
M3G20090202T123639   153.25
M3G20090202T135311   153.46
M3G20090202T142951   153.25
M3G20090202T151458   153.46
M3G20090202T155211   153.53
M3G20090202T161651   153.39
M3G20090202T165932   153.18
M3G20090202T175011   153.53
M3G20090202T182612   153.18
M3G20090202T190909   153.32
M3G20090202T194811   153.32
M3G20090202T201251   153.11
M3G20090202T214612   153.46
M3G20090202T222211   153.04
M3G20090203T041059   152.97
M3G20090203T053811   153.11
M3G20090203T061431   152.97
M3G20090203T073612   153.04
M3G20090203T080104   152.91
M3G20090203T084457   152.91
M3G20090203T133031   153.04
M3G20090203T135512   152.84
M3G20090203T144202   152.84
M3G20090203T152831   152.91
M3G20090203T160452   152.70
M3G20090203T163629   152.77
M3G20090203T172632   152.91
M3G20090203T175131   152.70
M3G20090203T182711   152.63
M3G20090203T192432   152.97
M3G20090203T200051   152.63
M3G20090203T202923   152.63
M3G20090204T091031   152.36
M3G20090204T094731   152.16
M3G20090204T110831   152.36
M3G20090204T113332   152.16
M3G20090204T113444   152.16
M3G20090204T120815   152.02
M3G20090204T130632   151.95
M3G20090204T134332   151.95
M3G20090204T142701   152.23
M3G20090204T150432   152.23
M3G20090204T152951   152.02
M3G20090204T161017   152.02
M3G20090204T170231   152.23
M3G20090204T173931   152.02
M3G20090204T190031   152.23
M3G20090204T192552   152.02
M3G20090204T233457   151.95
M3G20090204T234545   151.89
M3G20090204T235053   151.82
M3G20090204T235142   151.89
M3G20090205T005432   152.23
M3G20090205T013151   152.02
M3G20090205T020155   151.89
M3G20090205T025231   152.09
M3G20090205T031811   151.89
M3G20090205T060017   151.89
M3G20090205T064850   151.95
M3G20090205T071411   151.82
M3G20090205T074030   151.68
M3G20090205T084631   152.09
M3G20090205T092400   151.75
M3G20090205T094623   151.68
M3G20090205T104453   152.02
M3G20090205T111013   151.68
M3G20090205T113340   151.55
M3G20090205T124253   151.95
M3G20090205T131953   151.61
M3G20090205T133443   151.55
M3G20090205T144053   151.89
M3G20090205T150614   151.48
M3G20090205T153710   151.48
M3G20090205T163853   151.68
M3G20090205T171614   151.48
M3G20090205T174458   151.48
M3G20090205T183654   151.61
M3G20090205T190233   151.48
M3G20090205T193313   151.34
M3G20090205T203453   151.55
M3G20090205T211213   151.41
M3G20090205T214723   151.41
M3G20090205T223253   151.48
M3G20090205T225833   151.34
M3G20090205T233034   151.21
M3G20090206T003053   151.41
M3G20090206T010833   151.21
M3G20090206T022853   151.34
M3G20090206T025453   151.15
M3G20090206T030351   151.15
M3G20090206T042653   151.28
M3G20090206T050433   151.01
M3G20090206T050647   151.01
M3G20090206T054058   151.08
M3G20090206T062453   151.15
M3G20090206T065053   151.01
M3G20090206T082313   151.21
M3G20090206T084850   150.95
M3G20090206T092112   150.82
M3G20090206T102110   151.08
M3G20090206T105850   150.88
M3G20090206T121910   151.08
M3G20090206T124510   150.88
M3G20090206T141711   150.95
M3G20090206T145451   150.75
M3G20090206T161511   150.88
M3G20090206T164110   150.75
M3G20090206T181310   150.82
M3G20090206T185050   150.62
M3G20090206T185403   150.62
M3G20090206T201110   150.75
M3G20090206T203710   150.62
M3G20090206T220910   150.62
M3G20090206T222411   150.62
M3G20090206T225721   150.49
M3G20090207T000651   150.68
M3G20090207T003331   150.49
M3G20090207T012046   150.55
M3G20090207T020451   150.49
M3G20090207T022010   150.49
M3G20090207T044515   150.35
M3G20090207T060050   150.49
M3G20090207T061610   150.49
M3G20090207T065039   150.29
M3G20090207T075850   150.62
M3G20090207T082530   150.42
M3G20090207T083836   150.35
M3G20090207T090807   150.35
M3G20090207T095651   150.55
M3G20090207T101211   150.22
M3G20090207T115451   150.55
M3G20090207T121011   150.35
M3G20090207T124241   150.16
M3G20090207T135251   150.42
M3G20090207T141950   150.29
M3G20090207T142313   150.29
M3G20090207T155050   150.29
M3G20090207T160610   150.29
M3G20090207T161103   150.29
M3G20090207T165529   150.16
M3G20090207T174850   150.35
M3G20090207T181550   150.29
M3G20090207T183846   150.09
M3G20090207T194651   150.29
M3G20090207T200231   150.22
M3G20090207T204327   150.02
M3G20090207T210337   150.16
M3G20090207T214451   150.35
M3G20090207T221151   150.09
M3G20090207T225624   150.09
M3G20090207T234250   150.35
M3G20090207T235830   150.35
M3G20090208T001912   150.09
M3G20090208T014050   150.29
M3G20090208T020750   150.09
M3G20090208T021836   150.02
M3G20090208T033852   150.02
M3G20090208T035432   150.02
M3G20090208T061844   149.89
M3G20090208T073452   149.96
M3G20090208T075032   149.96
M3G20090208T080838   149.96
M3G20090208T093312   150.02
M3G20090208T100012   149.89
M3G20090208T101739   149.76
M3G20090208T113112   149.83
M3G20090208T114652   149.83
M3G20090208T121842   149.76
M3G20090208T132850   149.96
M3G20090208T135610   149.89
M3G20090208T143051   149.70
M3G20090208T152651   149.76
M3G20090208T154251   149.76
M3G20090208T160125   149.76
M3G20090208T172451   149.89
M3G20090208T175211   149.70
M3G20090208T192311   149.76
M3G20090208T193851   149.76
M3G20090208T212111   149.83
M3G20090208T214811   149.63
M3G20090208T231911   149.70
M3G20090208T233450   149.70
M3G20090209T011711   149.76
M3G20090209T014431   149.57
M3G20090209T022618   149.50
M3G20090209T031511   149.57
M3G20090209T033051   149.57
M3G20090209T042503   149.50
M3G20090209T051311   149.63
M3G20090209T054031   149.44
M3G20090209T062002   149.38
M3G20090209T071131   149.57
M3G20090209T072710   149.50
M3G20090209T205752   147.97
M3G20090209T212512   147.79
M3G20090209T225552   148.04
M3G20090209T233432   147.85
M3G20090210T005352   148.22
M3G20090210T012132   148.10
M3G20090210T014535   147.97
M3G20090210T025152   148.35
M3G20090210T033052   148.10
M3G20090210T035959   148.16
M3G20090210T044952   148.48
M3G20090210T051732   148.29
M3G20090210T060351   148.29
M3G20090210T064812   148.54
M3G20090210T072652   148.29
M3G20090210T080318   148.42
M3G20090210T093444   148.29
M3G20090210T094056   148.29
M3G20090210T104412   148.67
M3G20090210T112252   148.48
M3G20090210T124212   148.48
M3G20090210T130952   148.48
M3G20090210T132052   148.48
M3G20090210T144012   148.61
M3G20090210T151912   148.48
M3G20090210T155054   148.48
M3G20090210T171205   148.54
M3G20090210T183632   148.67
M3G20090210T191512   148.54
M3G20090210T203432   148.67
M3G20090210T210152   148.54
M3G20090210T223232   148.67
M3G20090210T231132   148.54
M3G20090210T233730   148.48
M3G20090211T003032   148.80
M3G20090211T005812   148.67
M3G20090211T011239   148.54
M3G20090211T022832   148.74
M3G20090211T030732   148.54
M3G20090211T030946   148.48
M3G20090211T032906   148.48
M3G20090211T034215   148.54
M3G20090211T042632   148.74
M3G20090211T045412   148.54
M3G20090211T053806   148.54
M3G20090211T062432   148.74
M3G20090211T070332   148.54
M3G20090211T082232   148.67
M3G20090211T085032   148.48
M3G20090211T085804   148.48
M3G20090211T102032   148.67
M3G20090211T105952   148.48
M3G20090211T121833   148.61
M3G20090211T124632   148.48
M3G20090211T171539   148.35
M3G20090211T181252   148.54
M3G20090211T185152   148.35
M3G20090211T193245   148.42
M3G20090211T201052   148.61
M3G20090211T203852   148.35
M3G20090211T220852   148.54
M3G20090211T224812   148.29
M3G20090211T231038   148.22
M3G20090212T000652   148.54
M3G20090212T003453   148.35
M3G20090212T011737   148.22
M3G20090212T020452   148.35
M3G20090212T024412   148.22
M3G20090212T040252   148.16
M3G20090212T043052   148.16
M3G20090212T044205   148.16
M3G20090212T060052   148.29
M3G20090212T064032   148.29
M3G20090212T072141   148.29
M3G20090212T075913   148.22
M3G20090212T082712   148.16
M3G20090212T095713   148.16
M3G20090212T103632   147.91
M3G20090212T104932   147.91
M3G20090212T115512   148.16
M3G20090212T122313   147.91
M3G20090212T135312   147.97
M3G20090212T143253   148.04
M3G20090212T155112   147.97
M3G20090212T161932   147.91
M3G20090212T162141   147.85
M3G20090212T174912   148.04
M3G20090212T182852   147.72
M3G20090212T184721   147.66
M3G20090212T194713   147.85
M3G20090212T201532   147.79
M3G20090212T203719   147.59
M3G20090212T214512   147.79
M3G20090212T222453   147.66
M3G20090212T230728   147.72
M3G20090212T234332   147.85
M3G20090213T001153   147.66
M3G20090213T014132   147.72
M3G20090213T022112   147.59
M3G20090213T033912   147.72
M3G20090213T040732   147.72
M3G20090213T053713   147.72
M3G20090213T061652   147.47
M3G20090213T073533   147.59
M3G20090213T080353   147.53
M3G20090213T093333   147.53
M3G20090213T101313   147.41
M3G20090213T113133   147.47
M3G20090213T115953   147.41
M3G20090213T132932   147.34
M3G20090213T140913   147.34
M3G20090213T152733   147.22
M3G20090213T155552   147.22
M3G20090213T172533   147.34
M3G20090213T180532   147.16
M3G20090213T192333   147.10
M3G20090213T195213   147.16
M3G20090213T212133   147.22
M3G20090213T220133   147.03
M3G20090213T221852   146.97
M3G20090213T231933   147.16
M3G20090213T234813   146.97
M3G20090214T000903   146.91
M3G20090214T011732   147.03
M3G20090214T013412   147.10
M3G20090214T020800   146.91
M3G20090214T031533   147.03
M3G20090214T034413   146.97
M3G20090214T051333   147.03
M3G20090214T055332   146.73
M3G20090214T071113   146.85
M3G20090214T074013   146.79
M3G20090214T074247   146.79
M3G20090214T090913   146.79
M3G20090214T094953   146.61
M3G20090214T101310   146.73
M3G20090415T201923   145.88
M3G20090415T202222   145.81
M3G20090415T221723   145.94
M3G20090415T222023   145.94
M3G20090416T060901   146.00
M3G20090416T062321   146.00
M3G20090416T070435   146.18
M3G20090416T080701   146.18
M3G20090416T081001   146.12
M3G20090416T084125   146.06
M3G20090416T100501   146.30
M3G20090416T101921   146.18
M3G20090416T122603   146.18
M3G20090416T122951   146.18
M3G20090416T140101   146.36
M3G20090416T141521   146.30
M3G20090416T143454   146.24
M3G20090416T155900   146.30
M3G20090416T160201   146.30
M3G20090416T164631   146.36
M3G20090416T175701   146.61
M3G20090416T181121   146.61
M3G20090416T195441   146.49
M3G20090416T195741   146.49
M3G20090416T200002   146.49
M3G20090416T203919   146.42
M3G20090416T215241   146.61
M3G20090416T220701   146.49
M3G20090416T224811   146.55
M3G20090416T235041   146.55
M3G20090416T235340   146.49
M3G20090417T002252   146.42
M3G20090417T054440   146.61
M3G20090417T055901   146.61
M3G20090417T064521   146.97
M3G20090417T074241   146.97
M3G20090417T074540   146.97
M3G20090417T094021   146.97
M3G20090417T095500   146.97
M3G20090417T113820   146.79
M3G20090417T114121   146.79
M3G20090417T133620   146.85
M3G20090417T135100   146.85
M3G20090417T143216   146.85
M3G20090417T143428   146.91
M3G20090417T153420   147.03
M3G20090417T153721   147.03
M3G20090417T155652   147.03
M3G20090417T173220   146.97
M3G20090417T174641   146.85
M3G20090417T175147   146.85
M3G20090417T193020   147.10
M3G20090417T193320   147.03
M3G20090417T193504   146.91
M3G20090417T202009   146.97
M3G20090418T131200   147.34
M3G20090418T132620   147.34
M3G20090418T151350   147.41
M3G20090418T170800   147.66
M3G20090418T172221   147.66
M3G20090418T174554   147.66
M3G20090418T190600   147.59
M3G20090418T190900   147.59
M3G20090419T005930   147.66
M3G20090419T011345   147.59
M3G20090419T011701   147.53
M3G20090419T013221   147.53
M3G20090419T025730   147.66
M3G20090419T030030   147.66
M3G20090419T033824   147.59
M3G20090419T045530   147.72
M3G20090419T050945   147.72
M3G20090419T065330   147.85
M3G20090419T065630   147.79
M3G20090419T124730   148.10
M3G20090419T130145   147.91
M3G20090419T144530   148.16
M3G20090419T144815   148.04
M3G20090419T164315   148.10
M3G20090419T165745   148.04
M3G20090419T171612   147.97
M3G20090419T184115   147.97
M3G20090419T184415   147.97
M3G20090419T184909   147.97
M3G20090419T192327   148.10
M3G20090419T203915   148.10
M3G20090419T205345   148.10
M3G20090419T210449   148.10
M3G20090419T223715   148.42
M3G20090419T224015   148.29
M3G20090419T232419   148.29
M3G20090420T122315   148.74
M3G20090420T122615   148.61
M3G20090420T125118   148.48
M3G20090420T181715   148.93
M3G20090420T183130   148.93
M3G20090420T185324   148.93
M3G20090420T191718   148.93
M3G20090420T201515   148.93
M3G20090420T201815   148.93
M3G20090421T001100   148.93
M3G20090421T001400   148.93
M3G20090421T080300   149.25
M3G20090421T080600   149.38
M3G20090421T082045   149.18
M3G20090421T234511   150.16
M3G20090422T000145   149.96
M3G20090422T014445   150.02
M3G20090422T014800   150.16
M3G20090422T093645   150.29
M3G20090422T095145   150.09
M3G20090422T113445   150.22
M3G20090422T113800   150.22
M3G20090422T133245   150.22
M3G20090422T134730   150.22
M3G20090422T153045   150.09
M3G20090422T153400   150.16
M3G20090422T172845   150.16
M3G20090422T174330   150.02
M3G20090422T192645   150.22
M3G20090422T193000   150.22
M3G20090422T200411   150.09
M3G20090422T212445   150.09
M3G20090422T213930   150.09
M3G20090422T232245   150.35
M3G20090422T232600   150.29
M3G20090423T002341   150.49
M3G20090423T012130   150.35
M3G20090423T012445   150.49
M3G20090423T020444   150.29
M3G20090423T031930   150.42
M3G20090423T033430   150.35
M3G20090423T051745   150.49
M3G20090423T052045   150.49
M3G20090423T055220   150.35
M3G20090423T071545   150.55
M3G20090423T073030   150.49
M3G20090423T091345   150.62
M3G20090423T091700   150.62
M3G20090423T093030   150.55
M3G20090423T111145   150.75
M3G20090423T112645   151.21
M3G20090423T131000   151.21
M3G20090423T131300   151.21
M3G20090423T133029   151.21
M3G20090423T150800   151.21
M3G20090423T152245   151.21
M3G20090423T155943   151.21
M3G20090423T170600   151.21
M3G20090423T170915   151.21
M3G20090423T190400   151.21
M3G20090423T191900   151.21
M3G20090423T191943   151.21
M3G20090423T210215   151.21
M3G20090423T210515   151.21
M3G20090423T230015   151.21
M3G20090423T231500   151.21
M3G20090423T231946   151.21
M3G20090424T005800   151.34
M3G20090424T010115   151.15
M3G20090424T014547   151.21
M3G20090424T025600   151.41
M3G20090424T031100   151.21
M3G20090424T045415   151.28
M3G20090424T045715   151.34
M3G20090424T050542   151.28
M3G20090424T065215   151.41
M3G20090424T070715   151.28
M3G20090424T085015   151.48
M3G20090424T085330   151.34
M3G20090424T104815   151.61
M3G20090424T191252   151.75
M3G20090424T194108   151.75
M3G20090424T203830   151.75
M3G20090424T204145   151.75
M3G20090424T205837   151.75
M3G20090424T223630   151.75
M3G20090424T225130   151.75
M3G20090424T232308   151.75
M3G20090425T003445   151.68
M3G20090425T003800   151.68
M3G20090425T023245   151.82
M3G20090425T024715   151.68
M3G20090425T030840   151.75
M3G20090425T043045   151.68
M3G20090425T043400   151.82
M3G20090425T045349   151.61
M3G20090425T062900   151.82
M3G20090425T064315   151.61
M3G20090425T071316   151.75
M3G20090425T082700   151.89
M3G20090425T083000   151.68
M3G20090425T202308   152.02
M3G20090425T221315   152.09
M3G20090425T222745   152.36
M3G20090426T001115   152.36
M3G20090426T001430   152.36
M3G20090426T040730   152.09
M3G20090426T041030   152.02
M3G20090426T060530   152.09
M3G20090426T061945   152.16
M3G20090426T080330   152.09
M3G20090426T080645   152.02
M3G20090426T115930   152.02
M3G20090426T120245   151.95
M3G20090426T123829   152.16
M3G20090426T135730   152.16
M3G20090426T141200   151.95
M3G20090426T142319   151.95
M3G20090426T155530   152.16
M3G20090426T155845   152.02
M3G20090426T160558   152.02
M3G20090426T175330   152.02
M3G20090426T180800   152.16
M3G20090426T182205   152.16
M3G20090426T195445   152.16
M3G20090426T234745   152.29
M3G20090426T235045   152.16
M3G20090427T001151   152.29
M3G20090513T150408   159.62
M3G20090513T150646   159.62
M3G20090513T153644   159.62
M3G20090513T154403   159.62
M3G20090513T190008   159.54
M3G20090513T191408   159.16
M3G20090513T225558   159.47
M3G20090513T231028   159.23
M3G20090514T025158   159.93
M3G20090514T030608   159.54
M3G20090514T032803   159.78
M3G20090514T032823   159.78
M3G20090514T033047   159.85
M3G20090515T042729   160.39
M3G20090515T043023   160.39
M3G20090515T043107   160.31
M3G20090515T043534   160.31
M3G20090515T043554   160.24
M3G20090515T043645   160.24
M3G20090516T040358   164.12
M3G20090516T040653   164.04
M3G20090520T064753   156.90
M3G20090520T065048   156.90
M3G20090520T110308   158.09
M3G20090520T111838   157.72
M3G20090528T083019   169.07
M3G20090528T083319   168.89
M3G20090528T124548   161.99
M3G20090528T130108   161.34
M3G20090528T211637   159.23
M3G20090528T213152   159.16
M3G20090529T013152   159.01
M3G20090529T013507   158.93
M3G20090529T015004   158.85
M3G20090529T054847   159.01
M3G20090529T060422   158.78
M3G20090529T061013   158.85
M3G20090529T100749   158.93
M3G20090529T141938   158.93
M3G20090529T143509   158.85
M3G20090529T183508   159.16
M3G20090529T183825   159.08
M3G20090529T225048   159.01
M3G20090529T230608   158.93
M3G20090530T030609   159.08
M3G20090530T030925   159.08
M3G20090530T072138   159.16
M3G20090530T073724   159.01
M3G20090530T155248   159.39
M3G20090530T160828   159.23
M3G20090530T200818   159.47
M3G20090530T201123   159.54
M3G20090531T130802   164.87
M3G20090531T132341   164.28
M3G20090531T133050   164.12
M3G20090531T134207   163.78
M3G20090531T172331   161.66
M3G20090531T172712   161.66
M3G20090531T213901   160.55
M3G20090531T215442   160.39
M3G20090601T015551   160.24
M3G20090601T021112   159.93
M3G20090601T061122   160.16
M3G20090601T061442   160.16
M3G20090601T062753   160.16
M3G20090601T064032   160.16
M3G20090601T102652   159.85
M3G20090601T104211   159.70
M3G20090601T145212   159.93
M3G20090601T193005   159.85
M3G20090601T235923   160.47
M3G20090602T074352   160.79
M3G20090602T074711   160.79
M3G20090602T082937   160.79
M3G20090602T115921   160.63
M3G20090602T121452   160.39
M3G20090602T124100   160.39
M3G20090602T161451   160.79
M3G20090602T163012   160.63
M3G20090602T164851   160.55
M3G20090602T203022   160.71
M3G20090602T203342   160.71
M3G20090603T004552   161.26
M3G20090603T010112   161.03
M3G20090603T050121   161.42
M3G20090603T050442   161.34
M3G20090603T134223   162.23
M3G20090603T143144   162.23
M3G20090603T174201   162.23
M3G20090603T174502   162.23
M3G20090603T215712   162.15
M3G20090603T221232   161.91
M3G20090604T023806   161.91
M3G20090604T062742   162.23
M3G20090604T064302   162.15
M3G20090604T104302   162.55
M3G20090604T104552   162.39
M3G20090604T145812   162.55
M3G20090604T151322   162.39
M3G20090604T160320   162.55
M3G20090604T191332   162.72
M3G20090604T191631   162.72
M3G20090604T195758   162.39
M3G20090604T232842   162.72
M3G20090604T234352   162.55
M3G20090605T034402   162.88
M3G20090605T034701   162.80
M3G20090605T040250   162.55
M3G20090605T075911   162.88
M3G20090605T081431   162.80
M3G20090605T085558   162.88
M3G20090605T162932   168.17
M3G20090605T163232   167.99
M3G20090605T163636   167.73
M3G20090605T170055   163.54
M3G20090605T204442   163.54
M3G20090605T210002   163.54
M3G20090605T212253   163.54
M3G20090606T010002   163.21
M3G20090606T010302   163.21
M3G20090606T051512   162.96
M3G20090606T053022   162.80
M3G20090606T093022   162.88
M3G20090606T093322   162.88
M3G20090607T025544   162.80
M3G20090607T064604   163.29
M3G20090607T070124   163.04
M3G20090607T073505   163.13
M3G20090607T075043   163.37
M3G20090607T110113   163.37
M3G20090607T110414   163.29
M3G20090607T115143   163.21
M3G20090607T151624   163.37
M3G20090607T153144   163.13
M3G20090607T193134   163.54
M3G20090607T193433   163.45
M3G20090607T201038   163.13
M3G20090607T234644   163.54
M3G20090607T234648   163.54
M3G20090608T000122   163.37
M3G20090608T040112   163.70
M3G20090608T040423   163.54
M3G20090608T042049   163.29
M3G20090608T081622   163.70
M3G20090608T083142   163.45
M3G20090608T123132   163.37
M3G20090608T123433   163.37
M3G20090608T125102   163.37
M3G20090609T055240   163.54
M3G20090609T060742   163.37
M3G20090609T094722   163.87
M3G20090609T095022   163.78
M3G20090609T101951   163.78
M3G20090609T181734   163.95
M3G20090609T183254   163.70
