id                   temp
M3G20090609T223244   164.04
M3G20090609T223544   163.95
M3G20090609T224831   163.70
M3G20090609T230109   163.62
M3G20090609T230815   163.62
M3G20090609T234332   164.12
M3G20090610T024753   163.78
M3G20090610T032955   163.70
M3G20090610T070304   164.12
M3G20090610T070604   164.12
M3G20090610T111804   164.45
M3G20090610T113334   164.45
M3G20090610T153314   164.12
M3G20090610T153615   164.12
M3G20090610T154042   164.12
M3G20090610T161308   163.87
M3G20090610T162800   164.12
M3G20090610T194824   164.28
M3G20090610T200344   164.12
M3G20090611T000332   164.37
M3G20090611T000633   164.28
M3G20090611T001830   164.04
M3G20090611T041842   164.45
M3G20090611T043402   164.20
M3G20090611T043527   164.12
M3G20090611T083352   164.53
M3G20090611T083653   164.45
M3G20090611T090220   164.12
M3G20090612T013433   170.44
M3G20090612T013733   170.34
M3G20090612T054942   167.55
M3G20090612T060502   167.20
M3G20090612T064731   167.02
M3G20090612T100452   166.24
M3G20090612T100753   166.15
M3G20090612T101600   165.98
M3G20090612T142003   165.55
M3G20090612T143522   165.55
M3G20090612T183512   165.30
M3G20090612T183813   165.30
M3G20090612T225022   165.21
M3G20090612T230542   165.04
M3G20090613T030542   165.21
M3G20090613T030843   165.21
M3G20090613T032520   164.96
M3G20090613T072052   165.30
M3G20090613T073612   165.04
M3G20090613T113612   165.30
M3G20090613T113913   165.30
M3G20090613T120320   164.96
M3G20090613T155122   165.64
M3G20090613T160643   165.64
M3G20090613T161036   165.64
M3G20090613T200642   165.30
M3G20090613T200943   165.30
M3G20090614T002123   165.47
M3G20090614T003642   165.21
M3G20090614T043632   165.55
M3G20090614T043933   165.55
M3G20090614T045922   165.21
M3G20090614T085153   165.90
M3G20090614T090712   165.90
M3G20090614T130702   165.90
M3G20090614T131003   165.90
M3G20090614T135122   165.90
M3G20090614T172212   165.64
M3G20090614T173733   165.64
M3G20090614T175501   165.64
M3G20090615T060753   165.72
M3G20090615T062313   165.72
M3G20090615T064852   165.72
M3G20090615T102303   165.72
M3G20090615T102602   165.72
M3G20090615T110554   165.72
M3G20090615T143812   165.90
M3G20090615T145333   165.90
M3G20090615T185333   166.07
M3G20090615T185632   166.07
M3G20090615T230842   166.24
M3G20090615T232402   165.98
M3G20090616T032353   166.33
M3G20090616T032653   166.24
M3G20090616T073912   166.33
M3G20090616T075432   166.15
M3G20090616T083651   166.33
M3G20090616T115423   166.41
M3G20090616T115723   166.33
M3G20090616T124034   166.15
M3G20090617T003823   168.98
M3G20090617T005342   168.71
M3G20090617T045332   167.99
M3G20090617T045633   167.90
M3G20090617T090843   167.55
M3G20090617T092403   167.20
M3G20090617T100505   167.29
M3G20090617T132353   167.29
M3G20090617T132653   167.20
M3G20090617T173853   167.29
M3G20090617T175422   167.29
M3G20090617T215403   167.11
M3G20090617T215703   167.02
M3G20090617T223824   166.67
M3G20090618T062413   167.02
M3G20090618T063933   167.02
M3G20090618T103922   167.02
M3G20090618T104223   167.02
M3G20090618T112223   167.02
M3G20090620T051012   167.02
M3G20090620T051312   167.02
M3G20090620T092522   166.50
M3G20090620T094042   166.33
M3G20090620T102457   166.07
M3G20090620T134022   166.41
M3G20090620T134322   166.41
M3G20090620T134543   166.33
M3G20090620T175522   166.33
M3G20090620T181042   166.15
M3G20090620T185913   165.98
M3G20090621T022443   166.33
M3G20090621T022743   166.33
M3G20090621T025007   166.07
M3G20090621T063943   166.24
M3G20090621T065503   166.07
M3G20090621T074309   165.90
M3G20090621T160702   165.81
M3G20090621T192451   166.24
M3G20090621T192751   166.15
M3G20090621T193712   165.98
M3G20090622T035521   166.15
M3G20090622T041041   165.64
M3G20090622T042035   165.64
M3G20090622T081031   165.81
M3G20090622T081331   165.81
M3G20090622T082242   165.64
M3G20090622T122531   165.72
M3G20090622T124051   165.72
M3G20090623T011032   165.47
M3G20090623T012541   165.30
M3G20090623T052531   165.38
M3G20090623T052831   165.30
M3G20090623T061515   165.04
M3G20090623T094031   165.21
M3G20090623T095551   165.13
M3G20090623T103245   164.87
M3G20090623T104520   165.04
M3G20090623T135541   165.21
M3G20090623T135841   165.21
M3G20090623T142528   164.96
M3G20090623T143347   164.96
M3G20090623T181041   165.30
M3G20090623T182551   164.87
M3G20090624T024053   165.13
M3G20090624T024343   165.04
M3G20090624T024856   164.96
M3G20090624T032004   164.79
M3G20090624T065553   164.96
M3G20090624T071103   164.79
M3G20090626T141143   165.13
M3G20090626T142653   165.13
M3G20090626T142733   165.13
M3G20090626T182643   165.13
M3G20090626T182943   165.13
M3G20090626T190019   165.13
M3G20090626T190203   165.13
M3G20090626T190233   165.13
M3G20090626T190524   165.13
M3G20090627T025703   165.13
M3G20090627T031213   165.13
M3G20090627T071203   165.13
M3G20090627T071503   165.13
M3G20090627T112713   162.88
M3G20090627T114223   162.88
M3G20090627T154222   162.88
M3G20090627T154523   162.88
M3G20090627T163233   162.88
M3G20090627T195723   162.88
M3G20090627T201242   162.88
M3G20090712T045202   160.87
M3G20090712T050712   159.39
M3G20090712T053922   159.31
M3G20090712T090732   158.63
M3G20090712T091032   158.47
M3G20090712T093118   158.25
M3G20090712T093119   158.25
M3G20090712T132302   158.09
M3G20090712T133812   157.94
M3G20090712T141041   157.87
M3G20090712T142133   157.87
M3G20090712T173832   158.02
M3G20090712T174132   157.87
M3G20090712T175144   157.79
M3G20090712T215403   157.72
M3G20090712T220912   157.64
M3G20090713T021002   157.72
M3G20090713T021312   157.64
M3G20090713T062542   157.64
M3G20090713T064052   157.57
M3G20090713T104112   157.72
M3G20090713T104412   157.57
M3G20090713T145642   157.42
M3G20090713T151202   157.42
M3G20090713T191212   157.64
M3G20090713T192732   157.42
M3G20090713T232742   157.49
M3G20090713T233042   157.42
M3G20090714T034312   157.49
M3G20090714T035832   157.42
M3G20090714T075842   157.42
M3G20090714T080142   157.42
M3G20090714T121412   157.35
M3G20090714T122932   157.35
M3G20090714T162942   157.57
M3G20090714T163242   157.35
M3G20090714T204512   157.49
M3G20090714T210032   157.42
M3G20090716T235253   156.53
M3G20090717T000932   156.38
M3G20090717T005406   156.46
M3G20090717T040942   156.46
M3G20090717T041242   156.61
M3G20090717T041548   156.53
M3G20090717T082522   156.68
M3G20090717T084032   156.46
M3G20090717T092657   156.46
M3G20090717T093140   156.61
M3G20090717T124052   156.75
M3G20090717T124352   156.75
M3G20090717T132344   156.53
M3G20090717T165622   156.75
M3G20090717T171142   156.53
M3G20090717T173834   156.53
M3G20090717T174402   156.53
M3G20090717T174705   156.53
M3G20090717T211202   156.61
M3G20090717T211502   156.53
M3G20090718T012742   156.53
M3G20090718T014252   156.53
M3G20090718T054312   156.75
M3G20090718T054612   156.68
M3G20090718T095842   156.61
M3G20090718T101402   156.53
M3G20090719T071631   160.55
M3G20090719T073150   160.00
M3G20090719T075717   160.00
M3G20090719T113211   157.35
M3G20090719T113510   157.27
M3G20090719T121342   156.90
M3G20090719T154741   156.68
M3G20090719T160300   156.31
M3G20090719T200321   156.38
M3G20090719T200620   156.17
M3G20090719T203200   156.09
M3G20090720T001900   156.17
M3G20090720T003411   155.95
M3G20090720T043440   155.95
M3G20090720T043741   155.95
M3G20090720T085010   156.02
M3G20090720T090521   155.81
M3G20090720T172120   155.81
M3G20090720T173631   155.73
M3G20090720T213701   155.88
M3G20090720T214000   155.66
M3G20090722T021504   155.23
M3G20090728T125252   165.90
M3G20090728T130752   164.87
M3G20090728T135355   162.63
M3G20090728T170832   158.17
M3G20090728T171132   158.17
M3G20090728T174122   157.64
M3G20090728T212422   155.88
M3G20090728T213932   155.73
M3G20090728T214215   155.73
M3G20090728T222751   155.45
M3G20090729T014012   154.73
M3G20090729T014312   154.80
M3G20090729T020421   154.51
M3G20090729T022657   154.44
M3G20090729T055602   154.02
M3G20090729T061102   154.02
M3G20090729T061427   154.02
M3G20090729T063709   154.02
M3G20090729T065940   154.02
M3G20090729T101152   153.74
M3G20090729T101452   153.60
M3G20090729T104424   153.46
M3G20090729T142742   153.32
M3G20090729T144242   153.32
M3G20090729T145353   153.25
M3G20090729T151532   153.25
M3G20090729T184322   153.39
M3G20090729T184620   153.04
M3G20090729T185951   153.04
M3G20090729T193219   153.11
M3G20090729T225910   153.18
M3G20090729T231421   152.97
M3G20090729T233354   152.91
M3G20090730T000410   153.04
M3G20090730T031512   153.04
M3G20090730T031812   152.91
M3G20090730T034057   152.84
M3G20090730T040120   152.84
M3G20090730T073102   152.63
M3G20090730T074602   152.63
M3G20090730T075553   152.63
M3G20090730T081634   152.63
M3G20090730T114642   152.63
M3G20090730T114942   152.57
M3G20090730T115533   152.63
M3G20090730T121311   152.50
M3G20090730T122100   152.50
M3G20090730T122111   152.50
M3G20090730T122229   152.50
M3G20090730T160232   152.50
M3G20090730T161742   152.50
M3G20090730T163918   152.36
M3G20090730T202434   152.36
M3G20090730T203537   152.36
M3G20090730T204211   152.36
M3G20090730T204829   152.36
M3G20090730T204955   152.36
M3G20090730T205153   152.36
M3G20090731T003502   152.57
M3G20090731T005012   152.43
M3G20090731T012912   152.43
M3G20090731T045052   152.29
M3G20090731T045352   152.29
M3G20090731T090642   152.43
M3G20090731T092152   152.36
M3G20090811T010552   147.59
M3G20090811T012112   147.53
M3G20090811T013030   147.47
M3G20090811T020351   147.59
M3G20090811T053041   147.53
M3G20090811T093803   147.53
M3G20090811T095313   147.41
M3G20090811T100003   147.34
M3G20090811T101138   147.28
M3G20090811T135403   147.34
M3G20090811T135702   147.34
M3G20090812T065953   151.48
M3G20090812T071513   151.08
M3G20090812T111603   148.80
M3G20090812T111903   148.86
M3G20090812T153213   147.79
M3G20090812T154723   147.66
M3G20090812T194813   147.28
M3G20090812T195113   147.16
M3G20090812T195416   147.16
M3G20090813T000433   146.85
M3G20090813T001943   146.79
M3G20090813T042033   146.61
M3G20090813T042332   146.55
M3G20090813T125243   146.24
M3G20090813T125543   146.18
M3G20090813T132807   146.12
M3G20090813T170853   146.06
M3G20090813T172403   146.06
M3G20090813T212453   145.81
M3G20090813T212753   145.81
M3G20090813T213525   145.75
M3G20090814T014103   145.69
M3G20090814T015612   145.57
M3G20090814T020445   145.63
M3G20090814T020525   145.63
M3G20090814T021520   145.63
M3G20090814T055713   145.51
M3G20090814T060013   145.51
M3G20090814T060756   145.39
M3G20090814T061121   145.39
M3G20090814T061444   145.51
M3G20090814T102823   145.27
M3G20090814T111459   145.45
M3G20090815T073441   147.72
M3G20090815T074952   147.59
M3G20090815T083731   147.16
M3G20090815T084100   147.22
M3G20090815T115051   146.12
M3G20090815T115352   146.12
M3G20090815T160702   145.57
M3G20090815T162202   145.57
M3G20090815T202301   145.27
M3G20090815T202602   145.27
M3G20090815T205242   145.27
M3G20090816T003923   144.97
M3G20090816T005433   144.92
M3G20090816T045533   144.74
M3G20090816T045833   144.74
M3T20081118T222904   160.71
M3T20081119T001632   160.71
M3T20081119T003333   160.71
M3T20081119T003353   160.71
M3T20090125T190016   155.81
M3T20090125T200612   155.59
M3T20090416T001519   146.00
M3T20090416T005419   145.88
M3T20090416T005726   145.88
M3T20090416T021319   146.06
M3T20090416T030059   146.00
M3T20090416T030323   146.00
M3T20090416T041059   146.06
M3T20090416T045859   146.00
M3T20090416T050000   146.06
M3T20090416T050055   146.06
M3T20090417T014839   146.61
M3T20090417T021019   146.49
M3T20090417T021417   146.42
M3T20090417T034639   146.61
M3T20090417T042619   146.49
M3T20090417T212819   147.10
M3T20090417T220139   146.85
M3T20090417T232619   147.03
M3T20090418T012419   147.10
M3T20090418T020639   146.97
M3T20090418T020644   146.97
M3T20090418T020848   147.03
M3T20090418T021028   147.03
M3T20090418T032219   147.10
M3T20090418T034459   147.03
M3T20090418T034729   147.03
M3T20090418T051959   147.28
M3T20090418T054939   147.10
M3T20090418T055038   147.03
M3T20090418T071759   147.16
M3T20090418T074719   147.16
M3T20090418T075109   147.16
M3T20090418T091559   147.28
M3T20090418T111359   147.34
M3T20090418T114319   147.16
M3T20090418T114635   147.16
M3T20090419T112437   147.85
M3T20090420T003514   148.35
M3T20090420T011613   148.29
M3T20090420T011918   148.29
M3T20090420T012027   148.35
M3T20090420T023314   148.42
M3T20090420T031414   148.35
M3T20090420T031814   148.35
M3T20090420T043113   148.48
M3T20090420T051214   148.42
M3T20090420T051311   148.42
M3T20090420T051316   148.42
M3T20090420T051417   148.42
M3T20090420T051522   148.42
M3T20090420T051559   148.42
M3T20090420T071014   148.42
M3T20090420T071231   148.42
M3T20090420T085559   148.42
M3T20090420T102514   148.61
M3T20090420T105359   148.48
M3T20090420T105508   148.42
M3T20090420T142114   148.80
M3T20090420T145059   148.54
M3T20090420T161913   148.67
M3T20090420T161925   148.67
M3T20090420T164859   148.61
M3T20090420T165026   148.61
M3T20090421T020859   148.99
M3T20090421T023229   148.86
M3T20090421T023235   148.86
M3T20090421T040659   149.06
M3T20090421T042859   148.93
M3T20090421T043253   148.93
M3T20090421T060459   149.12
M3T20090421T063144   148.99
M3T20090421T063255   149.06
M3T20090421T063543   149.06
M3T20090421T100058   149.38
M3T20090421T102544   149.25
M3T20090421T102751   149.25
M3T20090421T115858   149.63
M3T20090421T122429   149.38
M3T20090421T122626   149.38
M3T20090421T135659   149.70
M3T20090421T142043   149.50
M3T20090421T142145   149.44
M3T20090421T155459   149.70
M3T20090421T161644   149.63
M3T20090421T183929   150.02
M3T20090516T063615   164.12
M3T20090516T080004   164.87
M3T20090516T083435   164.45
M3T20090516T083505   164.45
M3T20090516T083552   164.53
M3T20090516T083751   164.62
M3T20090516T095805   165.30
M3T20090516T103232   164.79
M3T20090516T115610   165.55
M3T20090516T123035   165.04
M3T20090516T123205   165.21
M3T20090628T150804   162.88
M3T20090628T155010   162.88
M3T20090628T192325   162.88
M3T20090628T200530   162.88
M3T20090629T060120   162.39
M3T20090629T063200   162.39
M3T20090629T063401   162.39
M3T20090629T080900   162.72
M3T20090630T073716   162.23
M3T20090630T083026   161.99
M3T20090630T083407   161.99
M3T20090630T094506   162.15
M3T20090630T103803   161.91
M3T20090630T115247   162.15
M3T20090630T115255   162.23
M3T20090630T124550   161.91
M3T20090701T090944   161.74
M3T20090701T094734   161.26
M3T20090701T094918   161.26
M3T20090701T095059   161.26
M3T20090701T111725   161.66
M3T20090701T115515   161.26
M3T20090701T132506   161.66
M3T20090701T140255   161.18
M3T20090701T140357   161.10
M3T20090704T134620   160.55
M3T20090704T141557   160.16
M3T20090704T141802   160.16
M3T20090704T141947   160.16
M3T20090704T155400   160.55
M3T20090704T162336   160.16
M3T20090704T162420   160.16
M3T20090705T131208   160.16
M3T20090705T135130   159.85
M3T20090705T135321   159.78
M3T20090705T152032   160.08
M3T20090705T160210   159.78
M3T20090707T161722   159.01
M3T20090707T164335   158.78
M3T20090707T164519   158.78
M3T20090707T164734   158.78
M3T20090707T182504   159.16
M3T20090707T185722   158.78
M3T20090707T190015   158.70
M3T20090709T125934   158.32
M3T20090709T134120   158.09
M3T20090709T134408   158.09
M3T20090709T150718   158.32
M3T20090709T154858   158.09
M3T20090709T155036   158.09
M3T20090709T171502   158.25
M3T20090709T175645   158.02
M3T20090709T175725   158.02
M3T20090709T175924   158.09
