01      0460.99
02      0500.92
03      0540.84
04      0580.76
05      0620.69
06      0660.61
07      0700.54
08      0730.48
09      0750.44
10      0770.40
11      0790.37
12      0810.33
13      0830.29
14      0850.25
15      0870.21
16      0890.17
17      0910.14
18      0930.10
19      0950.06
20      0970.02
21      0989.98
22      1009.95
23      1029.91
24      1049.87
25      1069.83
26      1089.79
27      1109.76
28      1129.72
29      1149.68
30      1169.64
31      1189.60
32      1209.57
33      1229.53
34      1249.49
35      1269.45
36      1289.41
37      1309.38
38      1329.34
39      1349.30
40      1369.26
41      1389.22
42      1409.19
43      1429.15
44      1449.11
45      1469.07
46      1489.03
47      1508.99
48      1528.96
49      1548.92
50      1578.86
51      1618.79
52      1658.71
53      1698.63
54      1738.56
55      1778.48
56      1818.40
57      1858.33
58      1898.25
59      1938.18
60      1978.10
61      2018.02
62      2057.95
63      2097.87
64      2137.80
65      2177.72
66      2217.64
67      2257.57
68      2297.49
69      2337.42
70      2377.34
71      2417.26
72      2457.19
73      2497.11
74      2537.03
75      2576.96
76      2616.88
77      2656.81
78      2696.73
79      2736.65
80      2776.58
81      2816.50
82      2856.43
83      2896.35
84      2936.27
85      2976.20
